inf,1.64747,1.76325,1.72773,1.54898,1.58076,1.60843,1.59569,1.5238,1.47809,1.44838,1.38067,1.4952,1.39592,1.3115,1.42358,1.34052,1.28908,1.27449,1.26305,1.28644,1.30621,1.24583,1.24117,1.29009,1.24666,1.30672,1.18844,1.22235,1.2438,1.14301,1.14871,1.18259,1.18409,1.2001,1.10188,1.22655,1.21095,1.19452,1.22791,1.27049,1.24884,1.12883,1.23527,1.17187,1.30101,1.29888,1.37575,1.25743,1.36549,1.39997,1.40682,1.25304,1.4188,1.45426,1.44788,1.50494,1.37535,1.53311,1.5512,1.48752,1.64054,1.68387,1.67435,
inf,1.64747,1.76325,1.70927,1.54898,1.58076,1.59682,1.59569,1.5238,1.47273,1.44838,1.38067,1.4387,1.39592,1.3115,1.41941,1.34052,1.28908,1.27449,1.26305,1.28644,1.30621,1.24583,1.24117,1.29009,1.24666,1.30672,1.18844,1.22235,1.2438,1.14301,1.14871,1.18259,1.18409,1.2001,1.10188,1.22655,1.21095,1.19452,1.22791,1.27049,1.24225,1.12883,1.23527,1.17187,1.30101,1.2303,1.37575,1.25743,1.36296,1.3644,1.3414,1.25304,1.4188,1.45426,1.44788,1.50494,1.37535,1.51911,1.5512,1.48325,1.64054,1.68387,1.67435,
inf,1.64747,1.76325,1.70927,1.54898,1.58076,1.57939,1.50547,1.49909,1.43317,1.44838,1.38067,1.4387,1.37676,1.3115,1.41941,1.22593,1.28908,1.27449,1.20821,1.28644,1.28488,1.24583,1.24117,1.16488,1.24666,1.28309,1.18844,1.22235,1.22807,1.14301,1.14871,1.18259,1.18409,1.2001,1.10188,1.22655,1.20449,1.19452,1.22791,1.26748,1.24225,1.12883,1.23527,1.17187,1.2054,1.2303,1.33061,1.25743,1.32888,1.3644,1.3414,1.25304,1.34192,1.3734,1.44788,1.50116,1.37535,1.49465,1.5512,1.48325,1.64054,1.68387,1.67435,
inf,1.64747,1.76325,1.62987,1.54898,1.58076,1.57939,1.50547,1.49909,1.43317,1.44838,1.38067,1.4387,1.37676,1.3115,1.38806,1.22593,1.28908,1.27449,1.20821,1.28544,1.28488,1.24583,1.24117,1.16488,1.24666,1.28309,1.18844,1.22235,1.22807,1.14301,1.14871,1.18259,1.18409,1.19148,1.10188,1.19231,1.20449,1.19452,1.22791,1.20857,1.17035,1.12883,1.23527,1.17187,1.2054,1.2303,1.2626,1.25743,1.32888,1.3644,1.3414,1.25304,1.34192,1.3734,1.44788,1.49091,1.37535,1.49465,1.5512,1.48325,1.64054,1.68387,1.67435,
inf,1.64747,1.76325,1.62987,1.54898,1.58076,1.56233,1.50547,1.49909,1.43317,1.44838,1.38067,1.4345,1.37676,1.3115,1.38806,1.22593,1.28908,1.27449,1.20821,1.28544,1.28488,1.24583,1.24117,1.16488,1.24666,1.25995,1.18844,1.22235,1.22807,1.14301,1.14871,1.18259,1.18409,1.19148,1.10188,1.19231,1.20449,1.19452,1.22791,1.16721,1.17035,1.12883,1.23527,1.17187,1.2054,1.2303,1.2626,1.25743,1.32888,1.3644,1.3414,1.25304,1.34192,1.3734,1.44788,1.3989,1.37535,1.49465,1.5512,1.48325,1.58019,1.68387,1.67435,
inf,1.64747,1.70833,1.62987,1.54898,1.58076,1.56233,1.50547,1.42485,1.43317,1.44838,1.38067,1.4345,1.37676,1.3115,1.38034,1.22593,1.27848,1.27449,1.20821,1.26958,1.28488,1.24583,1.24117,1.16488,1.21953,1.2594,1.18844,1.15749,1.22731,1.14301,1.14871,1.18259,1.18409,1.19148,1.10188,1.19231,1.20449,1.19452,1.22791,1.16721,1.17035,1.12883,1.23527,1.17187,1.2054,1.2303,1.2626,1.25743,1.32888,1.34312,1.3414,1.25304,1.34192,1.3734,1.43609,1.3989,1.37535,1.49465,1.54783,1.48325,1.58019,1.68387,1.67435,
inf,1.64747,1.70833,1.62987,1.54898,1.58076,1.56233,1.50547,1.42485,1.43317,1.44838,1.38067,1.4345,1.37676,1.3115,1.38034,1.22593,1.27848,1.27449,1.20821,1.26958,1.28488,1.24583,1.24117,1.16488,1.21953,1.2594,1.18844,1.15749,1.22731,1.14301,1.14871,1.18259,1.18409,1.19148,1.10188,1.19231,1.20449,1.19452,1.22791,1.16721,1.17035,1.12883,1.23527,1.17187,1.2054,1.2303,1.2626,1.25743,1.32888,1.34312,1.3414,1.25304,1.34192,1.3734,1.43609,1.3989,1.37535,1.49465,1.54783,1.48325,1.58019,1.68387,1.67435,
inf,1.64747,1.70833,1.62987,1.54898,1.58076,1.56233,1.50547,1.42485,1.43317,1.44838,1.38067,1.4345,1.37676,1.3115,1.36733,1.22593,1.27848,1.27449,1.20821,1.26958,1.28488,1.24583,1.24117,1.16488,1.21953,1.2594,1.18844,1.15749,1.22731,1.14301,1.14871,1.18259,1.18409,1.19148,1.10188,1.19231,1.20449,1.19452,1.22791,1.16721,1.17035,1.12883,1.23527,1.17187,1.2054,1.2303,1.2626,1.25743,1.24429,1.34312,1.3414,1.25304,1.34192,1.3734,1.43609,1.3989,1.37535,1.49465,1.54783,1.48325,1.58019,1.68387,1.67435,
inf,1.64747,1.70833,1.62987,1.54898,1.58076,1.56233,1.50547,1.42485,1.43317,1.44838,1.38067,1.4345,1.37676,1.3115,1.29588,1.22593,1.25596,1.27449,1.20821,1.26958,1.28488,1.24583,1.24117,1.16488,1.21953,1.2594,1.18844,1.15749,1.22731,1.14301,1.14871,1.18259,1.18409,1.19148,1.10188,1.19231,1.20449,1.19452,1.22791,1.16721,1.17035,1.12883,1.23527,1.17187,1.2054,1.2303,1.2626,1.25743,1.24429,1.34312,1.3414,1.25304,1.34192,1.3734,1.43609,1.3989,1.37535,1.49465,1.47615,1.48325,1.58019,1.68387,1.67435,
inf,1.64747,1.70833,1.62987,1.54898,1.58076,1.56233,1.50547,1.39458,1.43317,1.44838,1.38067,1.4345,1.37676,1.28968,1.29588,1.22593,1.25596,1.27449,1.20821,1.26958,1.28488,1.24583,1.23345,1.16488,1.21953,1.2594,1.18844,1.15749,1.22731,1.14301,1.14871,1.18259,1.18409,1.19148,1.10188,1.19231,1.20449,1.19452,1.22791,1.16721,1.17035,1.12883,1.23527,1.17187,1.2054,1.2303,1.2626,1.2539,1.24429,1.34154,1.3414,1.25304,1.34192,1.3734,1.43609,1.3989,1.37535,1.49465,1.47615,1.48325,1.58019,1.67744,1.67435,
inf,1.64747,1.70833,1.62987,1.54898,1.58076,1.56233,1.50547,1.39458,1.43317,1.44838,1.38067,1.4345,1.37676,1.28968,1.29588,1.22593,1.25596,1.27449,1.20821,1.26958,1.28488,1.24583,1.23345,1.16488,1.21953,1.2594,1.18844,1.15749,1.21257,1.14301,1.14871,1.18259,1.18409,1.19148,1.10188,1.19231,1.20449,1.19452,1.22791,1.16721,1.17035,1.12883,1.23527,1.17187,1.2054,1.2303,1.2626,1.2539,1.24429,1.32385,1.34099,1.25304,1.34192,1.3734,1.43609,1.3989,1.37535,1.49465,1.47615,1.48325,1.58019,1.67744,1.67435,
inf,1.64747,1.70833,1.62987,1.54898,1.58076,1.56233,1.50547,1.39458,1.43317,1.42536,1.38067,1.4345,1.37676,1.28968,1.29588,1.22593,1.25596,1.27449,1.20821,1.26958,1.28488,1.24583,1.23345,1.16488,1.15472,1.22786,1.18844,1.15749,1.21257,1.14301,1.14871,1.18259,1.18409,1.19148,1.10188,1.14174,1.20449,1.19316,1.22791,1.16721,1.17035,1.12883,1.23527,1.17187,1.2054,1.2303,1.2626,1.2539,1.24429,1.32385,1.34099,1.25304,1.34192,1.3734,1.43609,1.3989,1.37535,1.49465,1.47615,1.48325,1.58019,1.65315,1.67435,
inf,1.64747,1.70833,1.62987,1.54898,1.58076,1.56233,1.50547,1.39458,1.43317,1.42536,1.34679,1.37288,1.36294,1.28968,1.29588,1.22593,1.25596,1.24113,1.20821,1.26958,1.28488,1.24583,1.22964,1.16488,1.15472,1.22786,1.18844,1.15749,1.21257,1.14301,1.14871,1.18259,1.18409,1.19148,1.10188,1.14174,1.20449,1.19316,1.22791,1.16721,1.17035,1.12883,1.23527,1.17187,1.2054,1.2303,1.2626,1.2539,1.24429,1.32385,1.34099,1.25304,1.34192,1.3734,1.43609,1.3989,1.37535,1.49465,1.47615,1.48325,1.58019,1.65315,1.67435,
inf,1.64747,1.70833,1.62987,1.54898,1.58076,1.56233,1.50547,1.39458,1.43317,1.42536,1.34679,1.37288,1.36294,1.28968,1.29588,1.22593,1.25596,1.24113,1.20821,1.26958,1.21226,1.24583,1.22964,1.16488,1.15472,1.22786,1.18844,1.15749,1.21257,1.14301,1.14871,1.18259,1.18409,1.19148,1.10188,1.14174,1.20449,1.19316,1.22791,1.16721,1.17035,1.12883,1.23527,1.17187,1.2054,1.2303,1.2626,1.2539,1.24429,1.32385,1.34099,1.25304,1.34192,1.3734,1.43609,1.3989,1.37535,1.49465,1.47615,1.48325,1.58019,1.65315,1.67435,
inf,1.64747,1.53753,1.62987,1.54898,1.58076,1.54453,1.50547,1.39458,1.43317,1.42536,1.34679,1.37288,1.36294,1.28968,1.29588,1.22593,1.25596,1.24113,1.20821,1.26958,1.21226,1.24583,1.22964,1.16488,1.15472,1.22786,1.18844,1.15749,1.21257,1.14301,1.14871,1.18259,1.18409,1.19148,1.10188,1.14174,1.20449,1.19316,1.22791,1.11222,1.17035,1.12883,1.23527,1.17187,1.2054,1.2303,1.2626,1.2539,1.24429,1.32385,1.34099,1.25304,1.34192,1.3734,1.43609,1.3989,1.37535,1.48659,1.47615,1.48325,1.58019,1.65315,1.67435,
inf,1.64747,1.53753,1.62987,1.54898,1.58076,1.54453,1.50547,1.39458,1.43317,1.42536,1.34679,1.37288,1.36294,1.28968,1.29588,1.22593,1.25596,1.24113,1.20821,1.26958,1.21226,1.24583,1.22964,1.16488,1.15472,1.22786,1.18844,1.15749,1.21257,1.14301,1.14871,1.18259,1.17921,1.19148,1.10188,1.14174,1.20449,1.19316,1.16144,1.11222,1.17035,1.12883,1.23527,1.17187,1.2054,1.2303,1.2626,1.2539,1.24429,1.2617,1.34099,1.25304,1.34192,1.3734,1.43609,1.38971,1.37535,1.48659,1.47615,1.48325,1.58019,1.65315,1.67435,
inf,1.64747,1.53753,1.62987,1.54898,1.58076,1.54453,1.50547,1.39458,1.43317,1.42536,1.34679,1.37288,1.36294,1.28968,1.29588,1.22593,1.25596,1.24113,1.20821,1.26958,1.21226,1.19366,1.22964,1.16488,1.15472,1.22786,1.18844,1.15749,1.14094,1.14301,1.14871,1.18259,1.17921,1.19148,1.10188,1.14174,1.20449,1.19316,1.16144,1.11222,1.17035,1.12883,1.23527,1.17187,1.2054,1.2303,1.2626,1.2539,1.24429,1.2617,1.34099,1.25304,1.29979,1.3734,1.43609,1.38971,1.37535,1.48659,1.47615,1.48325,1.58019,1.62598,1.67435,
inf,1.64747,1.53753,1.62987,1.54898,1.58076,1.54453,1.50547,1.39458,1.43317,1.42536,1.34679,1.37288,1.36294,1.28968,1.29588,1.22593,1.25596,1.24113,1.20821,1.26958,1.21226,1.19366,1.22964,1.16488,1.15472,1.22786,1.18844,1.15749,1.14094,1.14301,1.14871,1.18259,1.17921,1.19148,1.10188,1.14174,1.20449,1.19316,1.16144,1.11222,1.17035,1.12883,1.23527,1.17187,1.2054,1.2303,1.2626,1.2539,1.24429,1.2617,1.34099,1.25304,1.29979,1.3734,1.39401,1.38971,1.37535,1.42334,1.47615,1.48325,1.58019,1.62598,1.67435,
inf,1.64747,1.53753,1.62987,1.54898,1.58076,1.54453,1.50547,1.39458,1.43317,1.42536,1.34679,1.31733,1.36294,1.28968,1.29588,1.22593,1.25596,1.24113,1.20821,1.26958,1.21226,1.19366,1.22964,1.16488,1.15472,1.22786,1.18844,1.15749,1.14094,1.14301,1.14871,1.05779,1.17921,1.19148,1.10188,1.14174,1.20449,1.19316,1.16144,1.11222,1.17035,1.12883,1.23527,1.17187,1.2054,1.2303,1.2626,1.2539,1.24429,1.2617,1.34099,1.25304,1.29979,1.35188,1.39401,1.38971,1.37535,1.42334,1.47615,1.48325,1.58019,1.62598,1.67435,
inf,1.64747,1.53753,1.62987,1.54898,1.58076,1.54453,1.50547,1.39458,1.43317,1.42536,1.34679,1.31733,1.36294,1.28968,1.29588,1.22593,1.25596,1.24113,1.20821,1.26958,1.21226,1.19366,1.22964,1.16488,1.15472,1.22786,1.18844,1.15749,1.14094,1.14301,1.14871,1.05779,1.17921,1.19148,1.10188,1.14174,1.20449,1.19316,1.16144,1.11222,1.17035,1.12883,1.23527,1.17187,1.2054,1.2303,1.24705,1.2539,1.21529,1.25776,1.2188,1.25304,1.29979,1.35188,1.39401,1.38971,1.37535,1.42334,1.47615,1.48325,1.58019,1.62598,1.67435,
inf,1.64747,1.53753,1.62987,1.54898,1.58076,1.54453,1.50547,1.39458,1.43317,1.38515,1.34679,1.31733,1.36294,1.28968,1.29588,1.22593,1.25596,1.24113,1.20821,1.26958,1.21226,1.19366,1.22964,1.16488,1.15472,1.22786,1.18844,1.15749,1.14094,1.14301,1.14871,1.05779,1.17921,1.19148,1.10188,1.14174,1.20449,1.17434,1.16144,1.11222,1.17035,1.12883,1.23527,1.17187,1.2054,1.2303,1.24705,1.2539,1.21529,1.25776,1.2188,1.25304,1.29979,1.35188,1.39401,1.38971,1.37535,1.42334,1.47615,1.48325,1.58019,1.62598,1.64739,
inf,1.64747,1.53753,1.62987,1.54898,1.58076,1.54453,1.50547,1.39458,1.43317,1.38515,1.34679,1.31733,1.34576,1.28968,1.29588,1.22593,1.25596,1.24113,1.20821,1.26958,1.21226,1.19366,1.22964,1.16488,1.15472,1.22786,1.18844,1.15749,1.14094,1.14301,1.14871,1.05779,1.17921,1.19148,1.10188,1.14174,1.17499,1.17434,1.16144,1.11222,1.17035,1.12883,1.23527,1.17187,1.2054,1.22872,1.24705,1.2539,1.21529,1.25776,1.2188,1.25304,1.29979,1.35188,1.39401,1.38971,1.37535,1.42334,1.47615,1.48325,1.58019,1.62598,1.64739,
inf,1.63884,1.53753,1.62987,1.54898,1.58076,1.54453,1.50547,1.39458,1.43317,1.38515,1.34679,1.31733,1.34576,1.28968,1.29588,1.22593,1.25596,1.24113,1.16731,1.25894,1.21226,1.19366,1.22964,1.16488,1.15472,1.22786,1.18465,1.15749,1.14094,1.14301,1.14871,1.05779,1.17921,1.19148,1.10188,1.14174,1.17499,1.17434,1.16144,1.11222,1.17035,1.12883,1.23527,1.17187,1.14335,1.22872,1.24705,1.2539,1.21529,1.25776,1.2188,1.25304,1.29979,1.35188,1.39401,1.38971,1.37535,1.42334,1.47615,1.48325,1.58019,1.62598,1.64739,
inf,1.63884,1.53753,1.62987,1.54898,1.58076,1.54453,1.50547,1.39458,1.43317,1.38515,1.34679,1.31733,1.34576,1.28968,1.29588,1.22593,1.25596,1.24113,1.16731,1.25335,1.21226,1.19366,1.22964,1.16488,1.15472,1.22786,1.18465,1.15749,1.14094,1.14301,1.14871,1.05779,1.17921,1.19148,1.10188,1.14174,1.17499,1.12271,1.16144,1.11222,1.17035,1.12883,1.23527,1.17187,1.14335,1.22872,1.24705,1.2539,1.21529,1.25776,1.2188,1.25304,1.29979,1.35188,1.39401,1.38971,1.37535,1.42334,1.47615,1.48325,1.58019,1.62598,1.64739,
inf,1.63884,1.53753,1.62987,1.54898,1.58076,1.54453,1.50547,1.39458,1.43317,1.38515,1.34679,1.31733,1.34576,1.28968,1.29588,1.22593,1.25596,1.24113,1.16731,1.2206,1.21226,1.19366,1.22964,1.16488,1.15472,1.22786,1.18465,1.15749,1.14094,1.14301,1.14871,1.05779,1.17921,1.19148,1.10188,1.14174,1.17499,1.12271,1.16144,1.11222,1.17035,1.12883,1.23527,1.17187,1.14335,1.22872,1.24705,1.2539,1.21529,1.25776,1.2188,1.25304,1.29963,1.35188,1.39401,1.38971,1.37535,1.42334,1.47615,1.48325,1.58019,1.62598,1.64739,
inf,1.63884,1.53753,1.62987,1.54898,1.58076,1.54453,1.50547,1.39458,1.43317,1.38515,1.34679,1.31733,1.34576,1.28968,1.29588,1.22593,1.25596,1.24113,1.16731,1.2206,1.21226,1.19366,1.22964,1.16488,1.15472,1.22786,1.18465,1.15749,1.14094,1.14301,1.14871,1.05779,1.17921,1.19148,1.10188,1.14174,1.17499,1.12271,1.16144,1.11222,1.17035,1.12883,1.23527,1.17187,1.14335,1.22872,1.24705,1.2539,1.21529,1.25776,1.2188,1.25304,1.29963,1.35188,1.39401,1.38971,1.37535,1.42334,1.47615,1.48325,1.58019,1.62598,1.64739,
inf,1.63884,1.53753,1.62987,1.54898,1.58076,1.54453,1.50547,1.39458,1.43317,1.38515,1.34679,1.31733,1.34576,1.28968,1.29588,1.22593,1.25596,1.19589,1.16731,1.2206,1.21226,1.19366,1.22964,1.16488,1.15472,1.22786,1.18465,1.15749,1.14094,1.14301,1.14871,1.05779,1.17921,1.19148,1.10188,1.14174,1.17499,1.12271,1.16144,1.11222,1.17035,1.12883,1.23527,1.17187,1.14335,1.22872,1.24705,1.2539,1.21529,1.25776,1.2188,1.25304,1.29963,1.35188,1.39401,1.38971,1.37535,1.42334,1.47615,1.48325,1.58019,1.62598,1.64739,
inf,1.63884,1.53753,1.62987,1.54898,1.58076,1.54453,1.50547,1.39458,1.43317,1.38515,1.34679,1.31733,1.34576,1.28968,1.29588,1.22593,1.25596,1.19589,1.16731,1.2206,1.21226,1.19366,1.22964,1.16488,1.15472,1.22786,1.18465,1.15749,1.14094,1.14301,1.14871,1.05779,1.17921,1.19148,1.10188,1.14174,1.17499,1.12271,1.16144,1.11222,1.17035,1.12883,1.23527,1.17187,1.14335,1.22872,1.24705,1.2539,1.21529,1.25776,1.2188,1.25304,1.29963,1.35188,1.39401,1.38971,1.37535,1.42334,1.47615,1.48325,1.58019,1.62598,1.64739,
inf,1.63884,1.53753,1.62987,1.54898,1.58076,1.54453,1.50547,1.39458,1.43317,1.38515,1.34679,1.31733,1.34576,1.28968,1.29588,1.22593,1.25596,1.19589,1.16731,1.2206,1.21226,1.19366,1.22964,1.16488,1.15472,1.22786,1.18465,1.15749,1.14094,1.14301,1.14871,1.05779,1.17921,1.19148,1.10188,1.14174,1.17499,1.12271,1.16144,1.11222,1.17035,1.12883,1.23527,1.17187,1.14335,1.22872,1.24705,1.2539,1.21529,1.25776,1.2188,1.25304,1.29963,1.35188,1.39401,1.38971,1.37535,1.42334,1.47615,1.48325,1.58019,1.62598,1.64739,
inf,1.63884,1.53753,1.62987,1.54898,1.58076,1.54453,1.50547,1.39458,1.43317,1.38515,1.34679,1.31733,1.34576,1.28968,1.29588,1.22593,1.25596,1.19589,1.16731,1.2206,1.21226,1.19366,1.22964,1.16488,1.15472,1.22786,1.17915,1.15749,1.14094,1.14301,1.14871,1.05779,1.17921,1.19148,1.10188,1.14174,1.17499,1.12271,1.16144,1.11222,1.17035,1.12883,1.23527,1.17187,1.14335,1.22872,1.24522,1.2539,1.21529,1.25776,1.2188,1.25304,1.29963,1.35188,1.39401,1.38971,1.37535,1.42334,1.47615,1.48325,1.58019,1.62598,1.64739,
inf,1.63884,1.53753,1.62987,1.54898,1.58076,1.54453,1.50547,1.39458,1.43317,1.38515,1.34679,1.31733,1.34576,1.28968,1.29588,1.22593,1.25596,1.19589,1.16731,1.2206,1.21226,1.19366,1.22964,1.16488,1.15472,1.22786,1.17915,1.15749,1.14094,1.14301,1.14871,1.05779,1.17921,1.19148,1.10188,1.14174,1.17499,1.12271,1.16144,1.11222,1.17035,1.12883,1.23527,1.17187,1.14335,1.22872,1.24522,1.2539,1.21529,1.25776,1.2188,1.25304,1.29963,1.35188,1.39401,1.38971,1.37535,1.42334,1.47615,1.48325,1.58019,1.62598,1.64739,
inf,1.63884,1.53753,1.62987,1.54898,1.58076,1.54453,1.50547,1.39458,1.43317,1.38515,1.34679,1.31733,1.34576,1.28968,1.29588,1.22593,1.25596,1.19589,1.16731,1.2206,1.21226,1.19366,1.22964,1.16488,1.15472,1.22786,1.17915,1.15749,1.14094,1.14301,1.14871,1.05779,1.17921,1.19148,1.10188,1.14174,1.17499,1.12271,1.16144,1.11222,1.17035,1.12883,1.23527,1.17187,1.14335,1.22872,1.24522,1.2539,1.21529,1.25776,1.2188,1.25304,1.29963,1.35188,1.39401,1.38971,1.37535,1.42334,1.47615,1.48325,1.58019,1.61122,1.64739,
inf,1.63884,1.53753,1.62987,1.54898,1.58076,1.54453,1.50547,1.39458,1.43317,1.38515,1.34679,1.31733,1.34576,1.28968,1.29588,1.22593,1.25596,1.19589,1.16731,1.2206,1.21226,1.19366,1.22964,1.16488,1.15472,1.22786,1.17915,1.15749,1.14094,1.14301,1.14871,1.05779,1.17921,1.19148,1.10188,1.14174,1.17499,1.12271,1.16144,1.11222,1.17035,1.12883,1.23522,1.17187,1.14335,1.22872,1.24522,1.2539,1.21529,1.25776,1.2188,1.25304,1.29963,1.35188,1.39401,1.38971,1.37535,1.42334,1.47615,1.48325,1.58019,1.61122,1.64739,
inf,1.63884,1.53753,1.62987,1.54898,1.58076,1.54453,1.50547,1.39458,1.43317,1.38515,1.34679,1.31733,1.34576,1.28968,1.29588,1.22593,1.25596,1.19589,1.16731,1.2206,1.21226,1.19366,1.22964,1.16488,1.15472,1.21333,1.17915,1.15749,1.14094,1.14301,1.14871,1.05779,1.17921,1.13544,1.10188,1.14174,1.17499,1.12271,1.16144,1.11222,1.17035,1.12883,1.23522,1.17187,1.14335,1.22872,1.24522,1.2539,1.21529,1.25776,1.2188,1.25304,1.29963,1.35188,1.39401,1.38971,1.37535,1.42334,1.47615,1.48325,1.58019,1.61122,1.64739,
inf,1.63884,1.53753,1.62987,1.54898,1.58076,1.54453,1.50547,1.39458,1.43317,1.38515,1.34679,1.31733,1.34576,1.28968,1.29588,1.22593,1.25596,1.19589,1.16731,1.2206,1.21226,1.19366,1.22964,1.16488,1.15472,1.21333,1.17915,1.15749,1.14094,1.14301,1.14871,1.05779,1.17921,1.13544,1.10188,1.14174,1.17499,1.12271,1.16144,1.11222,1.17035,1.12883,1.23522,1.17187,1.14335,1.22797,1.24522,1.2539,1.21529,1.25776,1.2188,1.25304,1.29963,1.35188,1.39401,1.38971,1.37535,1.42334,1.47615,1.48325,1.58019,1.61122,1.64739,
inf,1.63884,1.53753,1.62987,1.54898,1.58076,1.54453,1.50547,1.39458,1.43317,1.38515,1.34679,1.31733,1.34576,1.28968,1.29588,1.22593,1.25596,1.19589,1.16731,1.2206,1.21226,1.19366,1.22964,1.16488,1.15472,1.21333,1.17915,1.15749,1.14094,1.14301,1.14871,1.05779,1.17921,1.13544,1.10188,1.14174,1.17499,1.12271,1.16144,1.11222,1.17035,1.12883,1.23522,1.17187,1.14335,1.22797,1.17751,1.2539,1.21529,1.25776,1.2188,1.25304,1.29963,1.35188,1.39401,1.38971,1.37535,1.42334,1.47615,1.48325,1.58019,1.61122,1.64739,
